1000,20430
1000,20417
1000,20611
1000,20617
1000,20621
1000,20626
1000,20620
1000,20620
1000,20728
1000,20610
1000,20510
1000,20712
1000,20529
1000,20522
1000,20530
1000,20526
1000,20517
1000,20511
1000,20615
1000,20629
1000,20627
1000,20612
1000,20623
1000,20629
1000,20614
1000,20623
1000,20714
1000,20515
1000,20725
1000,20520
1000,20618
1000,20623
1000,20617
1000,20624
1000,20610
1000,20723
1000,20515
1000,20415
1000,20710
1000,20527
1000,20515
1000,20424
1000,20520
1000,20424
1000,10000
1000,20514
1000,10000
1000,10000
1000,10000
1000,20520
1000,10000
1000,10000
1000,10000
1000,10000
1000,10000
1000,20511
1500,10000
1500,10000
1500,10000
1000,20730
1500,10000
1500,10000
1500,10000
1000,20720
1000,20411
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1000,20720
1000,20417
1500,10000
1500,10000
1500,10000
1000,20730
1000,20430
1500,10000
1000,20720
1000,20725
1000,20725
1000,20428
1000,20624
1300,30409
1300,30417
1300,30413
1300,30409
1300,30410
1000,20713
1000,20730
1000,20728
1000,20727
1000,20719
1000,20422
1300,30417
1300,30407
1300,30405
1300,30408
1300,30411
1300,30506
1300,30415
1300,30413
1300,30413
1300,30416
1300,30417
1300,30609
1300,30607
1300,30609
1300,30617
1300,30607
1300,30616
1300,30505
1000,20730
1300,30716
1300,30608
1300,30611
1300,30619
1300,30615
1300,30605
1300,30616
1300,30507
1000,20728
1300,30709
1300,30515
1300,30707
1000,20724
1000,20722
1000,20722
1000,20711
1000,20721
1000,20716
1300,30715
1300,30509
1300,30513
1300,30715
1000,20712
1300,30516
1000,20628
1000,20620
1000,20622
1000,20619
1000,20610
1000,20613
1000,20616
1000,20716
1300,30518
1000,20721
1300,30507
1000,20714
1300,30512
1000,20726
1300,30505
1300,30706
1300,30508
1000,20412
1000,20430
1000,20416
1000,20426
1000,20423
1000,20417
1000,20410
1000,20429
1000,20711
1300,30509
1300,30714
1300,30505
1300,30507
1300,30707
1300,30508
1300,30510
1300,30716
1300,30509
1300,30611
1300,30613
1300,30619
1300,30508
1300,30508
1300,30511
1100,20413
1300,30512
1100,20409
1300,30506
1100,20411
1300,30518
1100,20411
1000,20611
1000,10000
1300,30507
1100,20410
1100,20512
1100,20514
1000,20620
1000,10000
1300,30514
1300,30617
1300,30618
1300,30612
1300,30606
1100,20411
1100,20511
1100,20508
1000,20616
1000,10000
1300,30515
1100,20413
1100,20512
1100,20611
1100,20611
1100,20612
1100,20608
1100,20609
1100,20512
1100,20613
1100,20413
1100,20413
1300,30414
1300,30406
1300,30417
1300,30409
1300,30418
1300,30619
1300,30618
1300,30611
1100,20512
1100,20513
1100,10000
1100,20613
1100,10000
1300,30617
1300,30610
1300,30605
1300,30607
1300,30612
1300,30612
1300,30709
1300,30719
1100,20512
1100,20415
1100,20509
1100,20614
1100,10000
1500,10000
1100,20512
1100,20409
1100,20509
1100,20614
1100,10000
1100,10000
1100,10000
1100,10000
1500,10000
1500,10000
1500,10000
1500,10000
1100,20411
1100,20509
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1100,20411
1100,20514
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1100,20512
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,20409
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1500,10000
1100,20413
1100,20711
1100,20708
1100,20709
1100,20710
1100,20713
1100,20712
1100,20713
1100,20710
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,20414
1100,20714
1100,20709
1100,20708
1100,20713
1100,20711
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,20410
1100,20411
1300,30612
1300,30619
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,20408
1100,20410
1100,20612
1500,10000
1500,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,20411
1100,10000
1100,20411
1300,30606
1300,30611
1300,30609
1300,30617
1100,20414
1100,20609
1100,20615
1100,20611
1100,20613
1100,20612
1100,20608
1100,20613
1100,20613
1300,30412
1300,30417
1300,30415
1100,20408
1100,2201313
1100,20414
1100,2201313
1300,30719
1100,20410
1300,30607
1300,30616
1300,30613
1300,30605
1100,20415
1100,2201313
1100,20611
1100,20608
1100,20608
1100,20608
1100,20609
1100,20614
1100,20609
1100,20613
1300,30712
1100,1010015
1100,1010015
1100,20414
1300,30716
1100,20414
1100,20408
1100,20710
1100,20713
1300,30705
1300,30412
1100,20415
1100,20414
1300,30712
1100,20412
1300,30706
1100,20410
1100,20414
1300,30507
1300,30410
1300,30408
1300,30406
1300,30418
1300,30412
1300,30507
1300,30509
1300,30413
1300,30408
1300,30505
1300,30507
1300,30515
1300,30505
1300,2401119
1300,2100015
1300,2201013
1500,10000
1300,10000
1500,10000
1300,30519
1300,1010015
1300,2100018
1500,10000
1500,10000
1500,10000
1100,20413
1300,10000
1300,10000
1500,10000
1500,10000
1500,10000
1300,30715
1300,30515
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1100,20412
1300,10000
1300,10000
1300,10000
1500,10000
1500,10000
1500,10000
1500,10000
1300,30715
1300,30413
1300,30411
1300,30409
1300,30410
1300,30416
1300,2100015
1300,30512
1100,20711
1100,20714
1100,20711
1100,20712
1100,20714
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,20414
1300,10000
1300,10000
1300,10000
1300,10000
1300,10000
1300,30712
1300,30507
1200,2401119
1100,2401319
1100,2201313
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,10000
1100,20411
1300,10000
1300,10000
1300,30619
1300,30606
1300,30616
1300,30613
1300,30608
1300,30612
1300,30511
1200,2110014
1100,10000
1100,10000
1100,10000
1100,10000
1100,20409
1300,1100011
1300,30714
1300,2401319
1300,2201013
1300,30505
1200,2100018
1100,2200016
1100,2201113
1100,10000
1100,20411
1300,30412
1300,30414
1300,30405
1300,30412
1300,30417
1300,30707
1300,30716
1300,30707
1300,1010015
1300,30515
1100,2401019
1100,2201013
1100,20515
1100,20513
1100,20511
1100,20510
1100,20512
1100,20412
1300,30711
1300,30708
1300,30708
1300,30518
1300,2401119
1100,2201313
1100,1100011
1300,30708
1300,30712
1300,2110014
1300,2200016
1300,30507
1500,10000
1300,30717
1300,30712
1300,2100015
1300,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1300,30710
1300,30716
1300,2401019
1300,2300017
1300,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
1500,10000
