3,89
4,88
5,88
6,88
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,18
7,19
7,20
7,21
7,22
7,23
7,37
7,38
7,39
7,40
7,41
7,42
7,43
7,44
7,45
7,46
7,47
7,48
7,53
7,54
7,55
7,56
7,57
7,58
7,59
7,88
7,89
7,90
7,91
7,92
7,93
7,94
7,95
8,8
8,24
8,36
8,49
8,52
8,60
8,88
8,96
9,8
9,24
9,36
9,50
9,51
9,60
9,88
9,96
10,8
10,24
10,36
10,50
10,60
10,88
10,96
11,8
11,24
11,36
11,50
11,60
11,88
11,96
12,8
12,24
12,36
12,50
12,60
12,88
12,96
13,8
13,24
13,36
13,50
13,60
13,71
13,88
13,96
14,8
14,24
14,36
14,49
14,60
14,70
14,88
14,96
15,8
15,25
15,26
15,27
15,28
15,29
15,30
15,31
15,32
15,33
15,34
15,35
15,60
15,70
15,88
15,96
16,8
16,60
16,70
16,88
16,96
17,8
17,60
17,70
17,88
17,96
18,8
18,60
18,70
18,88
18,96
19,8
19,61
19,62
19,63
19,64
19,65
19,66
19,67
19,68
19,69
19,70
19,71
19,72
19,73
19,74
19,75
19,76
19,77
19,78
19,79
19,80
19,81
19,82
19,83
19,84
19,85
19,86
19,87
19,96
20,8
20,70
20,96
21,8
21,70
21,96
22,8
22,70
22,96
23,8
23,41
23,42
23,43
23,44
23,45
23,46
23,47
23,48
23,49
23,50
23,51
23,70
23,96
24,8
24,40
24,52
24,70
24,96
25,8
25,40
25,52
25,70
25,96
26,8
26,40
26,52
26,69
26,96
27,8
27,33
27,34
27,35
27,36
27,37
27,38
27,39
27,52
27,96
28,8
28,32
28,52
28,93
28,94
28,95
29,8
29,32
29,52
29,92
30,8
30,32
30,52
30,92
31,8
31,9
31,10
31,11
31,12
31,13
31,32
31,52
31,81
31,82
31,83
31,84
31,85
31,86
31,87
31,88
31,89
31,90
31,91
32,8
32,32
32,52
32,80
33,6
33,7
33,8
33,32
33,52
33,80
34,8
34,32
34,52
34,80
35,8
35,32
35,52
35,80
36,8
36,32
36,52
36,80
37,8
37,32
37,52
37,80
38,8
38,32
38,52
38,80
39,8
39,32
39,53
39,54
39,55
39,56
39,57
39,58
39,59
39,80
40,8
40,32
40,60
40,80
41,8
41,32
41,60
41,80
42,8
42,32
42,60
42,80
43,8
43,32
43,33
43,34
43,35
43,36
43,37
43,38
43,39
43,40
43,60
43,80
44,32
44,41
44,60
44,80
45,31
45,41
45,60
45,80
46,41
46,60
46,80
47,41
47,49
47,50
47,51
47,52
47,53
47,54
47,55
47,56
47,57
47,58
47,59
47,81
47,82
47,83
47,84
47,85
47,86
47,87
47,88
47,89
47,90
47,91
47,92
48,41
48,48
48,93
49,41
49,48
49,94
50,41
50,48
50,94
51,9
51,34
51,35
51,36
51,37
51,38
51,39
51,40
51,48
51,94
52,8
52,33
52,48
52,94
53,8
53,33
53,48
53,94
54,8
54,33
54,48
54,95
55,8
55,29
55,30
55,31
55,32
