1,52,20412
1,65,20528
2,52,20411
2,65,20528
2,66,20422
3,30,20516
3,52,20422
3,65,20516
3,66,20411
4,30,20526
4,52,20411
4,65,20510
4,66,20418
5,30,20527
5,52,20424
5,65,20521
5,66,20415
5,81,20428
5,82,20426
5,83,20419
5,84,20425
5,85,20427
5,86,20422
5,87,20419
5,88,20420
6,30,20522
6,49,20428
6,50,20430
6,51,20424
6,52,20421
6,53,20417
6,65,20515
6,66,20419
7,30,20524
7,47,20410
7,52,20417
8,30,20522
8,47,20426
8,52,20417
9,15,20710
9,30,20525
9,47,20422
9,52,20421
9,96,20617
10,12,10000
10,15,20719
10,47,20416
10,88,10000
10,96,20624
11,11,10000
11,12,10000
11,13,10000
11,15,20716
11,47,20426
11,87,10000
11,88,10000
11,89,10000
11,91,10000
11,96,20615
12,10,10000
12,11,10000
12,12,10000
12,13,10000
12,14,10000
12,15,20730
12,47,20429
12,86,10000
12,87,10000
12,88,10000
12,89,10000
12,90,10000
12,91,10000
12,92,10000
12,96,20616
13,11,10000
13,12,10000
13,13,10000
13,15,20714
13,47,20423
13,87,10000
13,88,10000
13,89,10000
13,90,10000
13,91,10000
13,92,10000
13,93,10000
13,96,20629
14,12,10000
14,15,20713
14,88,10000
14,90,10000
14,91,10000
14,92,10000
14,96,20625
15,91,10000
15,96,20616
15,97,20424
15,98,20420
18,36,20712
18,37,20723
18,38,20726
18,39,20720
18,40,20717
18,41,20721
18,42,20727
18,43,20729
18,74,20628
18,96,20524
19,78,20427
19,79,20414
19,80,20421
19,81,20429
19,82,20425
21,61,20427
22,61,20430
23,61,20429
24,61,20417
24,86,20612
25,61,20424
25,81,20722
25,86,20629
26,61,20411
26,81,20723
26,86,20613
27,61,20426
27,86,20627
28,13,30417
28,14,30415
28,15,30405
28,16,30413
28,17,30408
28,22,30416
28,23,30408
28,24,30419
28,25,30418
28,26,30409
28,61,20426
28,86,20626
29,15,30712
29,61,20417
29,86,20619
30,15,30709
30,16,30607
30,17,30607
30,18,30609
30,19,30408
30,20,30412
30,21,30409
30,22,30413
30,23,30406
30,86,20610
31,14,30515
31,15,30710
31,22,30517
31,25,30618
31,26,30605
31,27,30612
31,28,30619
31,29,30608
32,14,30508
32,15,30716
32,22,30515
32,28,30517
32,93,10000
33,14,30512
33,15,30711
33,22,30518
33,28,30506
33,90,10000
33,91,10000
33,92,10000
33,93,10000
33,94,10000
33,95,10000
33,96,10000
34,89,10000
34,90,10000
34,91,10000
34,92,10000
34,93,10000
34,94,10000
34,95,10000
34,96,10000
35,57,20430
35,58,20421
35,59,20427
35,60,20412
35,61,20424
35,89,10000
35,90,10000
35,91,10000
35,92,10000
35,93,10000
35,94,10000
35,95,10000
35,96,10000
36,89,10000
36,90,10000
36,91,10000
36,92,10000
36,93,10000
36,94,10000
36,95,10000
36,96,10000
37,73,20512
37,74,20526
37,75,20529
37,76,20524
37,77,20524
37,78,20518
37,79,20527
37,80,20513
37,88,10000
37,89,10000
37,90,10000
37,91,10000
37,92,10000
37,93,10000
37,94,10000
37,95,10000
37,96,10000
38,16,30706
38,89,10000
38,90,10000
38,91,10000
38,92,10000
38,93,10000
38,94,10000
38,95,10000
38,96,10000
39,16,30715
39,89,10000
39,90,10000
39,91,10000
39,92,10000
39,93,10000
39,94,10000
39,95,10000
39,96,10000
40,16,30711
40,89,10000
40,90,10000
40,91,10000
40,92,10000
40,93,10000
40,94,10000
40,95,10000
40,96,10000
41,16,30712
41,90,10000
41,91,10000
41,92,10000
41,93,10000
41,94,10000
41,95,10000
41,96,10000
42,93,10000
43,39,20713
44,39,20712
45,39,20712
46,10,30406
46,11,30409
46,12,30409
46,13,30414
46,14,30406
46,33,20414
46,34,20411
46,35,20410
46,36,20409
46,37,20411
46,39,20715
47,39,20711
47,97,20516
48,39,20713
48,97,20527
49,6,30619
49,7,30608
49,8,30610
49,9,30618
49,10,30612
49,11,30616
49,12,30609
49,13,30619
49,14,30619
49,39,20714
50,14,30611
50,15,30610
50,16,30608
50,17,30606
50,39,20709
51,17,30505
51,73,20709
52,14,30712
52,17,30509
52,73,20715
53,14,30710
53,17,30512
53,73,20714
54,73,20715
55,69,20709
55,70,20710
55,71,20715
55,72,20709
55,73,20715
55,74,20713
56,6,30410
56,7,30413
56,8,30410
56,9,30406
56,73,20709
57,48,20608
57,73,20715
58,7,30605
58,8,30617
58,9,30610
58,48,20608
58,73,20709
58,81,20713
58,82,20713
58,83,20709
58,84,20708
58,85,20713
59,25,20710
59,48,20614
59,73,20709
60,25,20710
60,48,20611
60,84,20410
60,85,20415
60,86,20411
60,87,20411
60,88,20410
61,25,20711
61,48,20613
61,92,20612
62,25,20714
62,92,20614
63,25,20708
64,6,30711
64,10,30717
64,25,20713
65,6,30712
65,10,30707
65,11,30419
65,12,30415
65,13,30408
65,14,30417
65,15,30411
65,25,20712
66,57,20414
66,58,20413
67,30,20515
68,30,20511
68,36,2401119
69,30,20511
69,33,2100015
70,30,20511
70,47,20411
71,54,2201013
71,57,20409
71,58,20411
71,59,20415
71,60,20409
71,61,20415
71,63,2100015
72,67,2100015
73,73,10000
74,8,30510
74,16,30519
74,70,10000
74,71,10000
74,72,10000
74,73,10000
74,74,10000
74,75,10000
74,76,10000
74,79,20508
74,80,20508
74,81,20512
74,82,20510
74,83,20514
75,8,30512
75,16,30516
75,69,10000
75,70,10000
75,71,10000
75,72,10000
75,73,10000
75,74,10000
75,75,10000
75,76,10000
75,77,10000
75,91,20411
75,92,20408
75,93,20409
75,94,20414
76,8,30514
76,15,30615
76,16,30607
76,17,30617
76,69,10000
76,70,10000
76,71,10000
76,72,10000
76,73,10000
76,74,10000
76,75,10000
76,76,10000
76,77,10000
77,8,30508
77,15,30517
77,16,30511
77,69,10000
77,70,10000
77,71,10000
77,72,10000
77,73,10000
77,74,10000
77,75,10000
77,76,10000
77,77,10000
78,8,30514
78,68,10000
78,69,10000
78,70,10000
78,71,10000
78,72,10000
78,73,10000
78,74,10000
78,75,10000
78,76,10000
78,77,10000
78,78,10000
79,6,30705
79,8,30513
79,69,10000
79,70,10000
79,71,10000
79,72,10000
79,73,10000
79,74,10000
79,75,10000
79,76,10000
79,77,10000
79,91,20508
79,92,20510
79,93,20515
79,94,20512
80,6,30706
80,8,30506
80,69,10000
80,70,10000
80,71,10000
80,72,10000
80,73,10000
80,74,10000
80,75,10000
80,76,10000
80,77,10000
81,6,30717
81,8,30505
81,9,30405
81,69,10000
81,70,10000
81,71,10000
81,72,10000
81,73,10000
81,74,10000
81,75,10000
81,76,10000
81,77,10000
82,6,30715
82,36,2200016
82,70,10000
82,71,10000
82,72,10000
82,73,10000
82,74,10000
82,75,10000
82,76,10000
82,91,10000
83,6,30714
83,29,30608
83,30,30614
83,31,30619
83,32,30619
83,33,30612
83,34,30607
83,36,1100011
83,54,10000
83,73,10000
83,90,10000
83,91,10000
83,92,10000
84,6,30719
84,53,10000
84,54,10000
84,55,10000
84,89,10000
84,90,10000
84,91,10000
84,92,10000
84,93,10000
85,6,30719
85,35,2401119
85,52,10000
85,53,10000
85,54,10000
85,55,10000
85,56,10000
85,88,10000
85,89,10000
85,90,10000
85,91,10000
85,92,10000
86,6,30711
86,37,1100011
86,53,10000
86,54,10000
86,55,10000
86,89,10000
86,90,10000
86,91,10000
86,92,10000
86,93,10000
87,6,30717
87,28,2300017
87,30,30514
87,35,2110014
87,54,10000
87,90,10000
87,91,10000
87,92,10000
88,6,30717
88,30,30519
88,34,2100015
88,36,30614
88,37,30618
88,91,10000
89,6,30417
89,7,30413
89,8,30408
89,9,30405
89,30,30518
89,34,2100018
89,35,2401019
89,37,30712
89,49,2201113
89,66,20408
89,67,20415
89,68,20408
89,69,20415
89,70,20409
89,71,20415
89,72,20413
89,73,20415
90,6,30709
90,30,30518
90,34,2401019
90,36,1100011
90,37,30714
90,41,2201113
90,42,1030012
90,44,1010015
91,6,30412
91,7,30408
91,8,30415
91,9,30413
91,10,30419
91,16,30610
91,17,30611
91,18,30609
91,19,30614
91,20,30618
91,21,30613
91,30,30505
91,37,30716
91,41,2100018
91,53,2401019
92,6,30718
92,12,30405
92,13,30419
92,14,30407
92,15,30411
92,16,30419
92,19,30506
92,24,30513
92,30,30510
92,37,30708
92,38,2401119
92,39,2201113
92,42,2401119
92,50,2201113
92,53,2201013
92,86,20610
92,87,20610
92,88,20611
92,89,20612
92,90,20610
92,91,20613
92,92,20609
92,93,20614
93,19,30517
93,24,30513
93,30,30511
93,33,2110014
93,34,2200016
93,35,2110014
93,37,30717
93,39,2100015
94,30,30515
94,33,30719
94,35,2300017
94,37,30706
94,49,2401319
94,51,1030012
95,30,30717
95,33,30718
95,34,2100018
95,37,30714
96,30,30715
96,33,30714
97,26,2401319
97,30,30708
97,33,30710
97,36,2201013
