44,8
44,9
43,9
43,10
42,10
41,10
40,10
39,10
38,10
37,10
36,10
35,10
34,10
33,10
32,10
31,10
30,10
29,10
28,10
27,10
26,10
25,10
24,10
23,10
22,10
21,10
20,10
19,10
18,10
17,10
16,10
15,10
14,10
13,10
12,10
11,10
10,10
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,19
9,20
9,21
9,22
9,23
9,24
10,24
10,25
11,25
11,26
12,26
13,26
14,26
14,27
14,28
14,29
14,30
14,31
14,32
14,33
14,34
14,35
13,35
13,36
12,36
12,37
11,37
11,38
10,38
9,38
9,39
9,40
9,41
9,42
9,43
9,44
9,45
9,46
9,47
9,48
9,49
9,50
9,51
9,52
9,53
9,54
9,55
9,56
9,57
9,58
9,59
9,60
10,60
10,61
11,61
11,62
12,62
13,62
14,62
15,62
16,62
17,62
18,62
18,63
18,64
18,65
18,66
18,67
17,67
17,68
17,69
17,70
17,71
17,72
17,73
17,74
17,75
17,76
17,77
17,78
17,79
17,80
17,81
17,82
17,83
17,84
17,85
17,86
16,86
16,87
15,87
15,88
14,88
14,89
13,89
13,90
12,90
12,91
11,91
10,91
10,92
10,93
10,94
11,94
12,94
13,94
14,94
15,94
16,94
17,94
18,94
19,94
20,94
21,94
22,94
23,94
24,94
25,94
26,94
26,93
27,93
27,92
28,92
28,91
29,91
29,90
30,90
30,89
31,89
31,88
32,88
32,87
33,87
33,86
34,86
34,85
34,84
34,83
35,83
36,83
37,83
38,83
39,83
40,83
41,83
42,83
43,83
44,83
45,83
45,84
46,84
46,85
47,85
47,86
48,86
48,87
49,87
49,88
50,88
50,89
50,90
50,91
51,91
51,92
52,92
52,93
53,93
53,94
54,94
55,94
56,94
57,94
58,94
59,94
60,94
61,94
62,94
63,94
64,94
65,94
66,94
67,94
68,94
69,94
70,94
71,94
72,94
73,94
74,94
75,94
76,94
77,94
78,94
79,94
80,94
81,94
82,94
83,94
84,94
85,94
86,94
87,94
88,94
89,94
90,94
91,94
92,94
93,94
93,93
93,92
93,91
93,90
93,89
93,88
93,87
92,87
92,86
91,86
91,85
90,85
90,84
89,84
89,83
88,83
88,82
87,82
86,82
85,82
84,82
83,82
82,82
81,82
81,81
80,81
80,80
79,80
79,79
78,79
77,79
76,79
75,79
74,79
73,79
72,79
71,79
70,79
69,79
68,79
67,79
66,79
65,79
64,79
63,79
62,79
62,78
62,77
62,76
62,75
62,74
62,73
62,72
62,71
62,70
62,69
62,68
62,67
63,67
63,66
64,66
65,66
66,66
67,66
68,66
69,66
70,66
71,66
72,66
73,66
74,66
75,66
76,66
77,66
78,66
79,66
80,66
81,66
82,66
83,66
84,66
85,66
86,66
87,66
88,66
89,66
90,66
91,66
92,66
93,66
93,65
93,64
93,63
93,62
93,61
93,60
93,59
93,58
93,57
93,56
93,55
93,54
93,53
92,53
92,52
91,52
91,51
90,51
90,50
90,49
90,48
90,47
90,46
90,45
90,44
90,43
89,43
88,43
87,43
86,43
85,43
84,43
83,43
82,43
81,43
81,44
80,44
80,45
79,45
79,46
78,46
78,47
77,47
76,47
75,47
74,47
74,46
73,46
73,45
72,45
72,44
71,44
71,43
70,43
69,43
68,43
67,43
66,43
65,43
65,44
64,44
64,45
63,45
63,46
62,46
62,47
61,47
61,48
60,48
60,49
59,49
59,50
58,50
58,51
57,51
56,51
55,51
54,51
53,51
52,51
51,51
50,51
49,51
49,52
48,52
48,53
47,53
47,54
46,54
46,55
45,55
45,56
45,57
45,58
44,58
43,58
42,58
41,58
41,57
40,57
40,56
39,56
39,55
38,55
38,54
37,54
37,53
36,53
36,52
35,52
35,51
34,51
34,50
33,50
32,50
31,50
30,50
29,50
28,50
27,50
26,50
25,50
25,49
25,48
25,47
25,46
25,45
25,44
25,43
25,42
26,42
26,41
27,41
27,40
28,40
28,39
29,39
29,38
30,38
30,37
30,36
30,35
31,35
32,35
33,35
34,35
35,35
36,35
37,35
38,35
39,35
40,35
41,35
41,36
42,36
42,37
43,37
43,38
44,38
44,39
45,39
46,39
47,39
48,39
49,39
50,39
51,39
51,38
52,38
52,37
53,37
53,36
53,35
53,34
54,34
54,33
55,33
55,32
56,32
56,31
57,31
58,31
59,31
60,31
61,31
62,31
63,31
64,31
65,31
66,31
67,31
68,31
69,31
70,31
71,31
72,31
73,31
74,31
75,31
76,31
77,31
78,31
79,31
80,31
81,31
82,31
83,31
84,31
85,31
86,31
87,31
88,31
89,31
90,31
90,30
90,29
90,28
90,27
90,26
90,25
90,24
90,23
90,22
90,21
90,20
90,19
90,18
90,17
90,16
90,15
90,14
90,13
90,12
90,11
90,10
89,10
89,9
88,9
88,8
87,8
86,8
85,8
84,8
83,8
82,8
81,8
80,8
79,8
78,8
77,8
76,8
75,8
74,8
73,8
72,8
71,8
70,8
69,8
68,8
67,8
66,8
65,8
64,8
63,8
62,8
61,8
60,8
59,8
58,8
57,8
56,8
55,8
54,8
53,8
52,8
51,8
50,8
49,8
